"Curve Name","Curve Length (um)","Average Curvature (um-1)","Curvature Std (um-1)","X-Coordinate (um)","Y-Coordinate (um)","Point Curvature (um-1)","Point Curvature Sign","Red Intensity","Green Intensity","Blue Intensity"
"CURVE 1","9.28068520901904","0.02180564238367926","0.013961187785720516","134.08","78.48","0.009769430618425157","-1","5376.0","5376.0","5376.0"
"CURVE 1","9.28068520901904","0.02180564238367926","0.013961187785720516","134.09120985190074","78.45665378411611","0.010047257169293248","-1","5376.0","5376.0","5376.0"
"CURVE 1","9.28068520901904","0.02180564238367926","0.013961187785720516","134.10233994801837","78.43348906199137","0.01033128042971234","-1","5376.0","5376.0","5376.0"
"CURVE 1","9.28068520901904","0.02180564238367926","0.013961187785720516","134.11339109897614","78.4105042219162","0.010621577271527708","-1","5376.0","5376.0","5376.0"
"CURVE 1","9.28068520901904","0.02180564238367926","0.013961187785720516","134.12436411539713","78.38769765218099","0.010918221391719737","-1","5663.0","5663.0","5663.0"
"CURVE 1","9.28068520901904","0.02180564238367926","0.013961187785720516","134.13525980790456","78.36506774107615","0.011221283817125437","-1","5663.0","5663.0","5663.0"
"CURVE 1","9.28068520901904","0.02180564238367926","0.013961187785720516","134.1460789871216","78.34261287689209","0.01153083309909075","-1","5663.0","5663.0","5663.0"
"CURVE 1","9.28068520901904","0.02180564238367926","0.013961187785720516","134.15682246367138","78.3203314479192","0.011846933838826734","-1","5663.0","5663.0","5663.0"
"CURVE 1","9.28068520901904","0.02180564238367926","0.013961187785720516","134.16749104817708","78.29822184244792","0.012169647075015168","-1","5663.0","5663.0","5663.0"
"CURVE 1","9.28068520901904","0.02180564238367926","0.013961187785720516","134.17808555126192","78.27628244876861","0.01249903068992793","-1","5663.0","5663.0","5663.0"
"CURVE 1","9.28068520901904","0.02180564238367926","0.013961187785720516","134.18860678354898","78.25451165517171","0.012835137867228747","-1","5663.0","5663.0","5663.0"
"CURVE 1","9.28068520901904","0.02180564238367926","0.013961187785720516","134.19905555566152","78.23290784994761","0.013178017419922911","-1","5372.0","5372.0","5372.0"
"CURVE 1","9.28068520901904","0.02180564238367926","0.013961187785720516","134.20943267822267","78.21146942138672","0.013527713864359433","-1","5372.0","5372.0","5372.0"
"CURVE 1","9.28068520901904","0.02180564238367926","0.013961187785720516","134.21973896185557","78.19019475777944","0.0138842659982002","-1","5372.0","5372.0","5372.0"
"CURVE 1","9.28068520901904","0.02180564238367926","0.013961187785720516","134.2299752171834","78.16908224741617","0.014247707125679339","-1","5372.0","5372.0","5372.0"
"CURVE 1","9.28068520901904","0.02180564238367926","0.013961187785720516","134.2401422548294","78.14813027858735","0.01461806566920627","-1","6046.0","6046.0","6046.0"
"CURVE 1","9.28068520901904","0.02180564238367926","0.013961187785720516","134.25024088541667","78.12733723958333","0.01499536312179114","-1","6046.0","6046.0","6046.0"
"CURVE 1","9.28068520901904","0.02180564238367926","0.013961187785720516","134.26027191956837","78.10670151869455","0.015379614627387517","-1","6046.0","6046.0","6046.0"
"CURVE 1","9.28068520901904","0.02180564238367926","0.013961187785720516","134.2702361679077","78.08622150421142","0.01577082905750209","-1","6046.0","6046.0","6046.0"
"CURVE 1","9.28068520901904","0.02180564238367926","0.013961187785720516","134.28013444105784","78.06589558442434","0.016169007270655324","-1","5799.0","5799.0","5799.0"
"CURVE 1","9.28068520901904","0.02180564238367926","0.013961187785720516","134.28996754964191","78.04572214762369","0.016574142467445662","-1","5799.0","5799.0","5799.0"
"CURVE 1","9.28068520901904","0.02180564238367926","0.013961187785720516","134.29973630428316","78.02569958209992","0.01698622066938965","-1","5799.0","5799.0","5799.0"
"CURVE 1","9.28068520901904","0.02180564238367926","0.013961187785720516","134.30944151560465","78.0058262761434","0.017405218750889757","-1","5799.0","5799.0","5799.0"
"CURVE 1","9.28068520901904","0.02180564238367926","0.013961187785720516","134.31908399422963","77.98610061804453","0.017831104866709295","-1","5799.0","5799.0","5799.0"
"CURVE 1","9.28068520901904","0.02180564238367926","0.013961187785720516","134.32866455078124","77.96652099609375","0.01826383846846938","-1","5799.0","5799.0","5799.0"
"CURVE 1","9.28068520901904","0.02180564238367926","0.013961187785720516","134.33818399588267","77.94708579858144","0.01870336858757397","-1","5799.0","5799.0","5799.0"
"CURVE 1","9.28068520901904","0.02180564238367926","0.013961187785720516","134.34764314015706","77.92779341379801","0.019149634088348553","-1","5799.0","5799.0","5799.0"
"CURVE 1","9.28068520901904","0.02180564238367926","0.013961187785720516","134.3570427942276","77.90864223003388","0.019602564388444453","-1","5476.0","5476.0","5476.0"
"CURVE 1","9.28068520901904","0.02180564238367926","0.013961187785720516","134.36638376871744","77.88963063557942","0.020062077029535726","-1","5476.0","5476.0","5476.0"
"CURVE 1","9.28068520901904","0.02180564238367926","0.013961187785720516","134.37566687424976","77.87075701872507","0.020528078330163173","-1","5476.0","5476.0","5476.0"
"CURVE 1","9.28068520901904","0.02180564238367926","0.013961187785720516","134.38489292144774","77.85201976776123","0.02100046360669544","-1","5476.0","5476.0","5476.0"
"CURVE 1","9.28068520901904","0.02180564238367926","0.013961187785720516","134.39406272093456","77.83341727097829","0.021479115032898087","-1","5476.0","5476.0","5476.0"
