"Curve Name","Curve Length (um)","Average Curvature (um-1)","Curvature Std (um-1)","X-Coordinate (um)","Y-Coordinate (um)","Point Curvature (um-1)","Point Curvature Sign","Red Intensity","Green Intensity","Blue Intensity"
"CURVE 1","13.815148158787675","0.020562918991548242","0.014552269502971232","215.52","92.8","0.0","1","4444.0","4444.0","4444.0"
"CURVE 1","13.815148158787675","0.020562918991548242","0.014552269502971232","215.49011693318684","92.74396926244101","9.008553567664876E-6","1","4724.0","4724.0","4724.0"
"CURVE 1","13.815148158787675","0.020562918991548242","0.014552269502971232","215.46046671549476","92.688375193278","1.837304703295681E-5","1","4724.0","4724.0","4724.0"
"CURVE 1","13.815148158787675","0.020562918991548242","0.014552269502971232","215.43104782104493","92.63321500778198","2.8104343981370952E-5","1","4817.0","4817.0","4817.0"
"CURVE 1","13.815148158787675","0.020562918991548242","0.014552269502971232","215.40185872395833","92.57848592122397","3.8213813254863275E-5","1","4817.0","4817.0","4817.0"
"CURVE 1","13.815148158787675","0.020562918991548242","0.014552269502971232","215.3728978983561","92.52418514887493","4.871308415823344E-5","1","4817.0","4817.0","4817.0"
"CURVE 1","13.815148158787675","0.020562918991548242","0.014552269502971232","215.3441638183594","92.47030990600587","5.961390088921118E-5","1","4771.0","4771.0","4771.0"
"CURVE 1","13.815148158787675","0.020562918991548242","0.014552269502971232","215.3156549580892","92.41685740788779","7.092852953917601E-5","1","4771.0","4771.0","4771.0"
"CURVE 1","13.815148158787675","0.020562918991548242","0.014552269502971232","215.28736979166663","92.36382486979169","8.266954151024886E-5","1","4771.0","4771.0","4771.0"
"CURVE 1","13.815148158787675","0.020562918991548242","0.014552269502971232","215.2593067932129","92.31120950698853","9.484958643633662E-5","1","5181.0","5181.0","5181.0"
"CURVE 1","13.815148158787675","0.020562918991548242","0.014552269502971232","215.23146443684894","92.25900853474936","1.0748181147083937E-4","1","5181.0","5181.0","5181.0"
"CURVE 1","13.815148158787675","0.020562918991548242","0.014552269502971232","215.20384119669595","92.20721916834515","1.2057965336836431E-4","1","5181.0","5181.0","5181.0"
"CURVE 1","13.815148158787675","0.020562918991548242","0.014552269502971232","215.176435546875","92.15583862304688","1.341567110642234E-4","1","5235.0","5235.0","5235.0"
"CURVE 1","13.815148158787675","0.020562918991548242","0.014552269502971232","215.14924596150715","92.10486411412558","1.4822711492859495E-4","1","5235.0","5235.0","5235.0"
"CURVE 1","13.815148158787675","0.020562918991548242","0.014552269502971232","215.1222709147135","92.05429285685223","1.6280534225450162E-4","1","5235.0","5235.0","5235.0"
"CURVE 1","13.815148158787675","0.020562918991548242","0.014552269502971232","215.09550888061523","92.0041220664978","1.7790589867153794E-4","1","5235.0","5235.0","5235.0"
"CURVE 1","13.815148158787675","0.020562918991548242","0.014552269502971232","215.0689583333333","91.95434895833334","1.9354388721443743E-4","1","5135.0","5135.0","5135.0"
"CURVE 1","13.815148158787675","0.020562918991548242","0.014552269502971232","215.04261774698892","91.90497074762982","2.0973469395724556E-4","1","5135.0","5135.0","5135.0"
"CURVE 1","13.815148158787675","0.020562918991548242","0.014552269502971232","215.01648559570313","91.85598464965821","2.2649383801748372E-4","1","4906.0","4906.0","4906.0"
"CURVE 1","13.815148158787675","0.020562918991548242","0.014552269502971232","214.990560353597","91.80738787968954","2.438374295603799E-4","1","4921.0","4921.0","4921.0"
"CURVE 1","13.815148158787675","0.020562918991548242","0.014552269502971232","214.96484049479164","91.75917765299481","2.6178192112029857E-4","1","4921.0","4921.0","4921.0"
"CURVE 1","13.815148158787675","0.020562918991548242","0.014552269502971232","214.9393244934082","91.71135118484497","2.803438123725734E-4","1","4921.0","4921.0","4921.0"
"CURVE 1","13.815148158787675","0.020562918991548242","0.014552269502971232","214.9140108235677","91.66390569051107","2.9954017772373194E-4","1","4939.0","4939.0","4939.0"
"CURVE 1","13.815148158787675","0.020562918991548242","0.014552269502971232","214.88889795939124","91.61683838526409","3.193883841190343E-4","1","4939.0","4939.0","4939.0"
"CURVE 1","13.815148158787675","0.020562918991548242","0.014552269502971232","214.863984375","91.570146484375","3.3990594372063445E-4","1","4821.0","4821.0","4821.0"
"CURVE 1","13.815148158787675","0.020562918991548242","0.014552269502971232","214.83926854451497","91.52382720311483","3.6111095237414877E-4","1","4821.0","4821.0","4821.0"
