"Curve Name","Curve Length (um)","Average Curvature (um-1)","Curvature Std (um-1)","X-Coordinate (um)","Y-Coordinate (um)","Point Curvature (um-1)","Point Curvature Sign","Red Intensity","Green Intensity","Blue Intensity"
"CURVE 1","18.49882561685433","0.034690573916158485","0.02492402318675034","202.56","0.0","0.018104122185590942","1","2828.0","2828.0","2828.0"
"CURVE 1","18.49882561685433","0.034690573916158485","0.02492402318675034","202.5730884520213","0.031758060455322264","0.018355631571593756","1","2828.0","2828.0","2828.0"
"CURVE 1","18.49882561685433","0.034690573916158485","0.02492402318675034","202.58610410054527","0.06328323364257812","0.018610014430788174","1","2828.0","2828.0","2828.0"
"CURVE 1","18.49882561685433","0.034690573916158485","0.02492402318675034","202.5990473842621","0.09457700729370118","0.018867265992408774","1","2828.0","2828.0","2828.0"
"CURVE 1","18.49882561685433","0.034690573916158485","0.02492402318675034","202.61191874186198","0.125640869140625","0.019127380021052933","1","2828.0","2828.0","2828.0"
"CURVE 1","18.49882561685433","0.034690573916158485","0.02492402318675034","202.62471861203514","0.15647630691528322","0.019390348010986304","1","2828.0","2828.0","2828.0"
"CURVE 1","18.49882561685433","0.034690573916158485","0.02492402318675034","202.6374474334717","0.1870848083496094","0.019656158662822977","1","2800.0","2800.0","2800.0"
"CURVE 1","18.49882561685433","0.034690573916158485","0.02492402318675034","202.65010564486187","0.21746786117553712","0.019924798907694767","1","2800.0","2800.0","2800.0"
"CURVE 1","18.49882561685433","0.034690573916158485","0.02492402318675034","202.66269368489586","0.247626953125","0.020196253175300435","1","2800.0","2800.0","2800.0"
"CURVE 1","18.49882561685433","0.034690573916158485","0.02492402318675034","202.6752119922638","0.27756357192993164","0.020470502637189757","1","2800.0","2800.0","2800.0"
"CURVE 1","18.49882561685433","0.034690573916158485","0.02492402318675034","202.68766100565594","0.30727920532226566","0.020747526251872185","1","2800.0","2800.0","2800.0"
"CURVE 1","18.49882561685433","0.034690573916158485","0.02492402318675034","202.70004116376245","0.3367753410339355","0.021027300053533773","1","2747.0","2747.0","2747.0"
"CURVE 1","18.49882561685433","0.034690573916158485","0.02492402318675034","202.71235290527343","0.366053466796875","0.02130979666766851","1","2747.0","2747.0","2747.0"
"CURVE 1","18.49882561685433","0.034690573916158485","0.02492402318675034","202.7245966688792","0.39511507034301757","0.02159498620238114","1","2654.0","2654.0","2654.0"
"CURVE 1","18.49882561685433","0.034690573916158485","0.02492402318675034","202.7367728932699","0.4239616394042969","0.02188283559657784","1","2654.0","2654.0","2654.0"
"CURVE 1","18.49882561685433","0.034690573916158485","0.02492402318675034","202.74888201713563","0.4525946617126465","0.02217330760270485","1","2654.0","2654.0","2654.0"
"CURVE 1","18.49882561685433","0.034690573916158485","0.02492402318675034","202.76092447916668","0.481015625","0.022466362218498924","1","2805.0","2805.0","2805.0"
"CURVE 1","18.49882561685433","0.034690573916158485","0.02492402318675034","202.77290071805322","0.5092260169982911","0.022761955673803527","1","2805.0","2805.0","2805.0"
"CURVE 1","18.49882561685433","0.034690573916158485","0.02492402318675034","202.78481117248535","0.5372273254394532","0.023060039875566676","1","2805.0","2805.0","2805.0"
