"Curve Name","Curve Length (um)","Average Curvature (um-1)","Curvature Std (um-1)","X-Coordinate (um)","Y-Coordinate (um)","Point Curvature (um-1)","Point Curvature Sign","Red Intensity","Green Intensity","Blue Intensity"
"CURVE 1","29.803284540274365","0.010987169426610877","0.00971511363982686","138.8","96.88","0.00933567500326578","-1","2237.0","2237.0","2237.0"
"CURVE 1","29.803284540274365","0.010987169426610877","0.00971511363982686","138.81493423144022","96.93419226010641","0.009440436420269836","-1","2237.0","2237.0","2237.0"
"CURVE 1","29.803284540274365","0.010987169426610877","0.00971511363982686","138.8297375233968","96.98802050272626","0.009545879738916928","-1","2232.0","2232.0","2232.0"
"CURVE 1","29.803284540274365","0.010987169426610877","0.00971511363982686","138.8444107723236","97.04148692131042","0.00965198481102865","-1","2232.0","2232.0","2232.0"
"CURVE 1","29.803284540274365","0.010987169426610877","0.00971511363982686","138.85895487467448","97.0945937093099","0.00975873035492652","-1","2232.0","2232.0","2232.0"
"CURVE 1","29.803284540274365","0.010987169426610877","0.00971511363982686","138.87337072690326","97.14734306017559","0.009866093734833457","-1","2255.0","2255.0","2255.0"
"CURVE 1","29.803284540274365","0.010987169426610877","0.00971511363982686","138.88765922546386","97.1997371673584","0.009974050810458294","-1","2281.0","2281.0","2281.0"
"CURVE 1","29.803284540274365","0.010987169426610877","0.00971511363982686","138.9018212668101","97.25177822430929","0.010082576169855997","-1","2281.0","2281.0","2281.0"
"CURVE 1","29.803284540274365","0.010987169426610877","0.00971511363982686","138.91585774739582","97.30346842447918","0.010191642926628315","-1","2313.0","2313.0","2313.0"
"CURVE 1","29.803284540274365","0.010987169426610877","0.00971511363982686","138.92976956367494","97.35480996131898","0.010301222511288427","-1","2313.0","2313.0","2313.0"
"CURVE 1","29.803284540274365","0.010987169426610877","0.00971511363982686","138.94355761210124","97.40580502827963","0.010411284908392562","-1","2313.0","2313.0","2313.0"
"CURVE 1","29.803284540274365","0.010987169426610877","0.00971511363982686","138.95722278912862","97.45645581881206","0.010521798458655368","-1","2281.0","2281.0","2281.0"
"CURVE 1","29.803284540274365","0.010987169426610877","0.00971511363982686","138.97076599121095","97.50676452636719","0.010632729717401646","-1","2281.0","2281.0","2281.0"
"CURVE 1","29.803284540274365","0.010987169426610877","0.00971511363982686","138.98418811480204","97.55673334439597","0.010744043652852468","-1","2281.0","2281.0","2281.0"
"CURVE 1","29.803284540274365","0.010987169426610877","0.00971511363982686","138.9974900563558","97.6063644663493","0.01085570346277316","-1","2243.0","2243.0","2243.0"
"CURVE 1","29.803284540274365","0.010987169426610877","0.00971511363982686","139.01067271232606","97.65566008567811","0.010967670301339291","-1","2243.0","2243.0","2243.0"
"CURVE 1","29.803284540274365","0.010987169426610877","0.00971511363982686","139.02373697916667","97.70462239583334","0.011079903610389016","-1","2243.0","2243.0","2243.0"
"CURVE 1","29.803284540274365","0.010987169426610877","0.00971511363982686","139.0366837533315","97.75325359026593","0.011192360847104683","-1","2243.0","2243.0","2243.0"
"CURVE 1","29.803284540274365","0.010987169426610877","0.00971511363982686","139.04951393127442","97.80155586242677","0.011304997325181807","-1","2243.0","2243.0","2243.0"
"CURVE 1","29.803284540274365","0.010987169426610877","0.00971511363982686","139.06222840944926","97.84953140576681","0.011417766466643746","-1","2243.0","2243.0","2243.0"
"CURVE 1","29.803284540274365","0.010987169426610877","0.00971511363982686","139.0748280843099","97.897182413737","0.011530619574048113","-1","2243.0","2243.0","2243.0"
"CURVE 1","29.803284540274365","0.010987169426610877","0.00971511363982686","139.0873138523102","97.94451107978821","0.011643505573943013","-1","2163.0","2163.0","2163.0"
"CURVE 1","29.803284540274365","0.010987169426610877","0.00971511363982686","139.09968660990396","97.99151959737142","0.01175637131299631","-1","2163.0","2163.0","2163.0"
"CURVE 1","29.803284540274365","0.010987169426610877","0.00971511363982686","139.1119472535451","98.03821015993755","0.011869161308995142","-1","2163.0","2163.0","2163.0"
