"Curve Name","Curve Length (um)","Average Curvature (um-1)","Curvature Std (um-1)","X-Coordinate (um)","Y-Coordinate (um)","Point Curvature (um-1)","Point Curvature Sign","Red Intensity","Green Intensity","Blue Intensity"
"CURVE 1","25.234233436504955","0.08602945448990963","0.06359649766025216","198.10666015625","9.040000000000001","0.040096758031900305","1","3252.0","3252.0","3252.0"
"CURVE 1","25.234233436504955","0.08602945448990963","0.06359649766025216","198.1104247686593","9.079810020770092","0.04093973033188603","1","3252.0","3252.0","3252.0"
"CURVE 1","25.234233436504955","0.08602945448990963","0.06359649766025216","198.1142184617743","9.119241941684159","0.04180031388551258","1","3252.0","3252.0","3252.0"
"CURVE 1","25.234233436504955","0.08602945448990963","0.06359649766025216","198.11804101942573","9.158298522037658","0.0426787927418826","1","3317.0","3317.0","3317.0"
"CURVE 1","25.234233436504955","0.08602945448990963","0.06359649766025216","198.12189222544433","9.196982521126047","0.04357544898786408","1","3317.0","3317.0","3317.0"
"CURVE 1","25.234233436504955","0.08602945448990963","0.06359649766025216","198.1257718636608","9.235296698244783","0.04449056219692754","1","3317.0","3317.0","3317.0"
"CURVE 1","25.234233436504955","0.08602945448990963","0.06359649766025216","198.12967971790582","9.273243812689325","0.045424408840387634","1","3317.0","3317.0","3317.0"
"CURVE 1","25.234233436504955","0.08602945448990963","0.06359649766025216","198.13361557201017","9.31082662375513","0.046377261659344395","1","3287.0","3287.0","3287.0"
"CURVE 1","25.234233436504955","0.08602945448990963","0.06359649766025216","198.13757920980453","9.348047890737654","0.04734938899557907","1","3287.0","3287.0","3287.0"
"CURVE 1","25.234233436504955","0.08602945448990963","0.06359649766025216","198.14157041511965","9.384910372932355","0.04834105407963066","1","3287.0","3287.0","3287.0"
"CURVE 1","25.234233436504955","0.08602945448990963","0.06359649766025216","198.1455889717862","9.42141682963469","0.04935251427423149","1","3287.0","3287.0","3287.0"
"CURVE 1","25.234233436504955","0.08602945448990963","0.06359649766025216","198.14963466363494","9.45757002014012","0.050384020271280215","1","3204.0","3204.0","3204.0"
"CURVE 1","25.234233436504955","0.08602945448990963","0.06359649766025216","198.15370727449655","9.493372703744098","0.05143581524052145","1","3204.0","3204.0","3204.0"
"CURVE 1","25.234233436504955","0.08602945448990963","0.06359649766025216","198.1578065882018","9.528827639742085","0.052508133928088244","1","3204.0","3204.0","3204.0"
"CURVE 1","25.234233436504955","0.08602945448990963","0.06359649766025216","198.16193238858133","9.563937587429537","0.05360120170301794","1","3204.0","3204.0","3204.0"
"CURVE 1","25.234233436504955","0.08602945448990963","0.06359649766025216","198.16608445946594","9.59870530610191","0.0547152335499502","1","3204.0","3204.0","3204.0"
"CURVE 1","25.234233436504955","0.08602945448990963","0.06359649766025216","198.17026258468627","9.633133555054664","0.05585043300613507","1","3127.0","3127.0","3127.0"
"CURVE 1","25.234233436504955","0.08602945448990963","0.06359649766025216","198.1744665480731","9.667225093583257","0.05700699104097773","1","3127.0","3127.0","3127.0"
